stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
464,1554,"WATERS & 65th SB",,32.029958,-81.092500,,,,,,2
465,1555,"WATERS & 68th SB",,32.028315,-81.093191,,,,,,2
466,1556,"WATERS & 71st SB",,32.026305,-81.093977,,,,,,2
467,1557,"WATERS & ALTHEA SB",,32.021632,-81.095826,,,,,,2
468,1558,"WATERS & FAITH LUTHERAN CHURCH SB",,32.019286,-81.096756,,,,,,2
469,1559,"WATERS & STUART SB",,32.015202,-81.098090,,,,,,2
470,1560,"WATERS & JACKSON SB",,32.013272,-81.098717,,,,,,2
471,1561,"WATERS & CORNELL SB",,32.011898,-81.099174,,,,,,2
472,1562,"WATERS & STEPHENSON SB",,32.009098,-81.100119,,,,,,2
473,1563,"WATERS & EISENHOWER SB",,32.007127,-81.100809,,,,,,2
474,1565,"MALL BLVD & MALL COURT WB",,32.001126,-81.107634,,,,,,2
475,1566,"MALL BLVD & OGLETHORPE PROFESSIONAL WB",,32.001708,-81.110686,,,,,,2
476,1569,"MALL BLVD & OGLETHORPE OFFICE PARK EB",,32.001834,-81.110974,,,,,,2
477,157,"W BAY & LISSNER WB",,32.092182,-81.132223,,,,,,2
478,1571,"MALL BLVD & MALL COURT EB",,32.001018,-81.107294,,,,,,2
479,1573,"WATERS & EISENHOWER NB",,32.005849,-81.101160,,,,,,2
480,1574,"WATERS & EISENHOWER SHOPPING PLAZA NB",,32.007437,-81.100608,,,,,,2
481,1575,"WATERS & STEPHENSON NB",,32.009188,-81.100045,,,,,,2
482,1576,"WATERS & MOSBY NB",,32.010929,-81.099461,,,,,,2
483,1578,"WATERS & JACKSON NB",,32.013003,-81.098781,,,,,,2
484,1579,"WATERS & STUART NB",,32.014573,-81.098239,,,,,,2
485,1581,"WATERS & BACON PARK NB",,32.019461,-81.096545,,,,,,2
486,1582,"WATERS & ALTHEA NB",,32.021555,-81.095726,,,,,,2
487,1584,"WATERS & 71st NB",,32.025246,-81.094328,,,,,,2
488,1585,"WATERS & 67th NB",,32.028118,-81.093244,,,,,,2
489,1587,"WATERS & 65th NB",,32.029599,-81.092595,,,,,,2
490,1588,"WATERS & EMERGENCY ROOM ENTRANCE NB",,32.031053,-81.092011,,,,,,2
491,1589,"WATERS & WINSTON NB",,32.032848,-81.091426,,,,,,2
492,1591,"WATERS & 60th NB",,32.034688,-81.090724,,,,,,2
493,1592,"WATERS & 57th NB",,32.037228,-81.089842,,,,,,2
494,1593,"WATERS & 55th NB",,32.039149,-81.089013,,,,,,2
495,1594,"WATERS & 54th NB",,32.040109,-81.088513,,,,,,2
496,1595,"WATERS & 50th NB",,32.043529,-81.086939,,,,,,2
497,1597,"WATERS & WASHINGTON NB",,32.044902,-81.086439,,,,,,2
498,1598,"WATERS & 45th NB",,32.046616,-81.085833,,,,,,2
499,160,"ALBION & RESIDENCE 12 SB",,32.093247,-81.137654,,,,,,2
500,1600,"WATERS & 42nd NB",,32.048968,-81.085004,,,,,,2
501,1602,"WATERS & 39th NB",,32.050781,-81.084387,,,,,,2
502,1604,"WATERS & 35th NB",,32.054353,-81.083121,,,,,,2
503,1605,"WATERS & 32nd NB",,32.056722,-81.082281,,,,,,2
504,1607,"WATERS & ANDERSON NB",,32.057925,-81.081834,,,,,,2
505,1608,"WATERS & HENRY NB",,32.058750,-81.081568,,,,,,2
506,1609,"WATERS & PARK NB",,32.060177,-81.081047,,,,,,2
507,1611,"WATERS & GWINNETT NB",,32.062933,-81.080068,,,,,,2
508,1613,"WATERS & MOSBY SB",,32.011216,-81.099418,,,,,,2
509,1614,"MALL BLVD & WEST OF HODGSON MEMORIAL WB",,32.003610,-81.112910,,,,,,2
510,1615,"CAT CENTRAL",,32.063443,-81.081638,,,,,,2
511,1616,"CAT CENTRAL",,32.063166,-81.080760,,,,,,2
512,1617,"PRICE & OGLETHORPE SB",,32.075218,-81.087562,,,,,,2
513,1618,"PRICE & LIBERTY SB",,32.073494,-81.088272,,,,,,2
514,1619,"PRICE & MACON SB",,32.072292,-81.088701,,,,,,2
515,1620,"GWINNETT & PRICE EB",,32.065785,-81.090753,,,,,,2
516,1621,"GWINNETT & E BROAD EB",,32.065436,-81.089423,,,,,,2
517,1622,"GWINNETT & ATLANTIC EB",,32.064655,-81.086390,,,,,,2
518,1623,"GWINNETT & PAULSEN EB",,32.063973,-81.083931,,,,,,2
519,1624,"GWINNETT & HARMON EB",,32.063633,-81.082590,,,,,,2
520,1625,"GWINNETT & WATERS EB",,32.063005,-81.080089,,,,,,2
521,1627,"MONTGOMERY CROSS & BRUCE EB",,31.996160,-81.114288,,,,,,2
522,1628,"MONTGOMERY CROSS & HURST EB",,31.995291,-81.110503,,,,,,2
523,1629,"MONTGOMERY CROSS & CLARK EB",,31.994833,-81.108663,,,,,,2
524,163,"ALBION & DIVISION EB",,32.090580,-81.140813,,,,,,2
525,1630,"GWINNETT & PAULSEN WB",,32.063973,-81.083740,,,,,,2
526,1631,"GWINNETT & ATLANTIC WB",,32.064548,-81.085889,,,,,,2
527,164,"DIVISION & WRIGHT EB",,32.090401,-81.139983,,,,,,2
530,165,"DIVISION & FAIR SB",,32.089980,-81.138726,,,,,,2
532,1654,"BRYAN & BULL",,32.080341,-81.091885,,,,,,2
533,1657,"EISENHOWER & SALLIE MOOD EB",,32.003822,-81.090685,,,,,,2
534,1666,"OGLETHORPE & JEFFERSON EB",,32.077604,-81.095822,,,,,,2
535,167,"ALFRED & BIRCHWOOD APTS WB",,32.089897,-81.141632,,,,,,2
537,169,"ALFRED & RESIDENCE 220 WB",,32.090282,-81.143112,,,,,,2
538,170,"ALFRED & MARKET WB",,32.091222,-81.146700,,,,,,2
540,172,"HWY 80 & 6TH NB",,32.093986,-81.147352,,,,,,2
541,1726,"STILES & CATHY SB",,32.065957,-81.118327,,,,,,2
542,1727,"STILES & CATHY NB",,32.065391,-81.118699,,,,,,2
543,173,"3rd & HWY 80 WB",,32.095881,-81.145055,,,,,,2
544,174,"3rd & DELETTRE WB",,32.097038,-81.146142,,,,,,2
545,176,"3rd & DAVIS WB",,32.098329,-81.147516,,,,,,2
546,177,"3rd & OAK WB",,32.099719,-81.148987,,,,,,2
547,1774,"MONTGOMERY CROSS & WATERS EB",,31.993991,-81.105260,,,,,,2
548,1777,"WATERS & WALDBURG NB",,32.061721,-81.080472,,,,,,2
549,1778,"MALL BLVD@SHADOWS",,32.001125,-81.108719,,,,,,2
550,178,"W BAY & FAIR WB",,32.093590,-81.134311,,,,,,2
551,1782,"E BROAD & PERRY NB",,32.073477,-81.086061,,,,,,2
552,1791,"W ANDERSON & OGEECHEE EB",,32.064454,-81.105864,,,,,,2
554,1793,"WATERS & SHERWOOD NB",,31.997249,-81.104336,,,,,,2
555,1794,"STEPHENSON & ROUNDTREE WB",,32.011291,-81.103990,,,,,,2
556,1795,"WATERS & SHANNON NB",,31.995329,-81.105018,,,,,,2
558,1800,"GARRARD & BRANDLEWOOD NB",,32.042035,-81.156804,,,,,,2
559,1802,"WHITE BLUFF & JACKSON NB",,32.017665,-81.114490,,,,,,2
560,1803,"MLK & 41st NB",,32.055156,-81.106531,,,,,,2
561,1804,"MLK & 41st SB",,32.055165,-81.106775,,,,,,2
562,1805,"ABERCORN & TIBET NB",,31.989690,-81.130520,,,,,,2
563,1807,"GEORGIA & BONAVENTURE SB",,32.047236,-81.057862,,,,,,2
564,181,"HWY 21 & OAK EB",,32.101192,-81.146209,,,,,,2
565,1811,"KING GEORGE & VILLAGE GREEN",,31.990330,-81.209760,,,,,,2
566,1813,"SOUTHEAST CORRECTIONS",,32.063819,-81.153028,,,,,,2
567,1814,"KRENSON & RESIDENCE 2119 EB",,32.093183,-81.123005,,,,,,2
568,1815,"MONTGOMERY CROSS & KENT WB",,31.990745,-81.092043,,,,,,2
569,1819,"WALMART & FULTON WB",,31.980204,-81.173983,,,,,,2
570,182,"W BAY & ALBION WB",,32.094576,-81.135813,,,,,,2
573,1825,"ABERCORN & VICTORY SB",,32.052161,-81.099697,,,,,,2
574,183,"HWY 80 & BUDREAU EB",,32.096841,-81.142529,,,,,,2
575,1843,"STALEY & CORDELL WB",,32.035012,-81.119075,,,,,,2
576,1844,"DISMAS CHARITIES",,32.078869,-81.133952,,,,,,2
577,1845,"BRAMPTON & MAIN WB",,32.108003,-81.147344,,,,,,2
578,1848,"ROSE OF SHARON WB",,32.070865,-81.091521,,,,,,2
579,1849,"RIVERVIEW NURSING HOME",,32.001795,-81.063516,,,,,,2
580,185,"W BAY & COACH TURNER EB",,32.096030,-81.138250,,,,,,2
581,1850,"WILLIAMS COURT",,32.057577,-81.096167,,,,,,2
582,1853,"HENRY & BULL WB",,32.063217,-81.097733,,,,,,2
583,1854,"ACL & MCLEOD NB",,32.036576,-81.147394,,,,,,2
584,1856,"MONTGOMERY LANDINGS",,32.044471,-81.114036,,,,,,2
588,187,"W BAY & FAIR EB",,32.093608,-81.134418,,,,,,2
595,1886,"LITTLE NECK & RESIDENCE 225 EB",,32.003554,-81.247191,,,,,,2
596,1887,"RIO & LIBRARY NB",,31.984855,-81.176635,,,,,,2
597,1888,"LOUIS MILL & GARRARD EB",,32.035564,-81.157148,,,,,,2
598,1889,"LOUIS MILL & MILLS RUN WB",,32.034481,-81.153051,,,,,,2
599,189,"W BAY & COACH TURNER WB",,32.096186,-81.138047,,,,,,2
600,1891,"APACHE & SPEEDO SB",,31.980167,-81.169432,,,,,,2
601,1892,"JMR Transit Center",,32.079344,-81.100229,,,,,,2
602,1894,"JIMMY DELOACH & HWY 21 WB",,32.163552,-81.184881,,,,,,2
603,1895,"BENTON & HIGHLANDS",,32.176468,-81.227292,,,,,,2
604,1896,"SAVANNAH GARDENS",,32.060662,-81.060637,,,,,,2
606,190,"W BAY & MAIN WB",,32.097152,-81.139503,,,,,,2
608,1902,"BENTON & MULBERRY NB",,32.145777,-81.247472,,,,,,2
609,1903,"BENTON & COLONIAL VILLAGE SB",,32.148057,-81.247051,,,,,,2
611,1905,"BENTON & GODLEY STA SCHOOL SB",,32.174732,-81.232556,,,,,,2
612,1906,"WATERS & 37th NB",,32.052692,-81.083706,,,,,,2
613,1907,"APACHE & SHAWNEE NB",,31.984022,-81.167953,,,,,,2
616,1910,"ABERCORN & JACKSON NB",,32.017208,-81.111991,,,,,,2
617,1911,"ABERCORN & 41st NB",,32.053147,-81.099113,,,,,,2
618,1914,"MONTGOMERY CROSS & SAV SQUARE WB",,32.001966,-81.137596,,,,,,2
619,1915,"CHEVIS & CORMORANT SB",,31.972940,-81.246177,,,,,,2
620,1916,"MIDDLEGROUND & QUAIL FOREST NB",,31.992916,-81.154258,,,,,,2
621,1917,"JIMMY DELOACH & PLEASANT EB",,32.161859,-81.182119,,,,,,2
622,1918,"HWY 21 & GRANGE WB",,32.136078,-81.173648,,,,,,2
623,1919,"JIMMY DELOACH & OCEAN WB",,32.164868,-81.196785,,,,,,2
624,1920,"SAVANNAH TECH WB",,32.154202,-81.229901,,,,,,2
626,1922,"MAY & SYCAMORE SB",,32.067155,-81.105727,,,,,,2
627,1923,"STALEY & MONTGOMERY EB",,32.033865,-81.114936,,,,,,2
628,1924,"MONTGOMERY & STALEY NB",,32.033461,-81.113489,,,,,,2
629,1925,"EISENHOWER & VAN BUREN WB",,32.008001,-81.106127,,,,,,2
630,1926,"EISENHOWER & NOBLE OAKS EB",,32.007840,-81.105936,,,,,,2
631,1927,"MAY & SYCAMORE NB",,32.066859,-81.105759,,,,,,2
632,1928,"CHATHAM PKWY & MERSEY NB",,32.049728,-81.165952,,,,,,2
633,1929,"CHATHAM PKWY & SOUTHERN NB",,32.062899,-81.159816,,,,,,2
634,193,"US 25 & MINIS",,32.104451,-81.144520,,,,,,2
635,1930,"GWINNETT & STILES WB",,32.071881,-81.114541,,,,,,2
636,1932,"BENTON & JIMMY DELOACH NB",,32.162059,-81.232549,,,,,,2
639,194,"US 25 & SHAVERS WB",,32.102845,-81.143475,,,,,,2
644,197,"ALBION & W BAY SB",,32.094504,-81.136068,,,,,,2
645,201,"W BAY & FAIR EB",,32.093500,-81.134290,,,,,,2
646,202,"W BAY & LISSNER EB",,32.092236,-81.132394,,,,,,2
647,206,"AUGUSTA & LILY EB",,32.088380,-81.126632,,,,,,2
648,207,"AUGUSTA & BRITTANY EB",,32.087331,-81.125098,,,,,,2
649,208,"AUGUSTA & ALEXANDER EB",,32.086604,-81.124002,,,,,,2
650,209,"AUGUSTA & BAKER EB",,32.085923,-81.122990,,,,,,2
651,210,"AUGUSTA & MCINTYRE EB",,32.084640,-81.121105,,,,,,2
652,211,"AUGUSTA & CHESTER EB",,32.083411,-81.119369,,,,,,2
654,212,"AUGUSTA & NEW CASTLE EB",,32.082183,-81.117644,,,,,,2
655,2122,"ACL & FENWICK SB",,32.035274,-81.148010,,,,,,2
656,2123,"VA CLINIC AT SAVANNAH MALL",,31.986458,-81.175145,,,,,,2
659,213,"AUGUSTA & FERRILL EB",,32.081026,-81.116057,,,,,,2
664,214,"AUGUSTA & NEWELL EB",,32.080542,-81.114631,,,,,,2
665,2141,"BENTON & JIMMY DELOACH SB",,32.161897,-81.232751,,,,,,2
669,2147,"EASTERN WHARF",,32.076647,-81.079522,,,,,,2
670,2148,"WHITAKER & HALL",,32.068665,-81.097065,,,,,,2
671,2149,"DRAYTON & GWINNETT",,32.066727,-81.095308,,,,,,2
672,215,"LOUISVILLE & STILES EB",,32.078901,-81.110479,,,,,,2
673,2150,"DRAYTON & LIBERTY",,32.074544,-81.092330,,,,,,2
674,2151,"DRAYTON & OGLETHORPE",,32.076752,-81.091511,,,,,,2
675,2153,"WHITAKER & BROUGHTON",,32.079379,-81.093108,,,,,,2
676,2154,"DRAYTON & BROUGHTON",,32.078529,-81.090852,,,,,,2
677,2155,"COURT HOUSE",,32.080026,-81.097377,,,,,,2
678,2156,"CONGRESS & JEFFERSON",,32.080359,-81.094461,,,,,,2
679,2157,"CONGRESS & BULL",,32.079534,-81.091310,,,,,,2
680,2158,"LINCOLN & CONGRESS",,32.078781,-81.088500,,,,,,2
682,216,"LOUISVILLE & W BOUNDARY EB",,32.077153,-81.103815,,,,,,2
684,2161,"LIBERTY & WHITAKER",,32.075163,-81.094683,,,,,,2
687,217,"MLK & LIBERTY NB",,32.076176,-81.098759,,,,,,2
691,221,"BARNARD & ANDERSON SB",,32.063217,-81.100319,,,,,,2
692,223,"HAMPSTEAD & WHITE BLUFF EB",,32.025689,-81.112251,,,,,,2
693,224,"CHATHAM PLAZA",,32.005699,-81.117664,,,,,,2
694,226,"HAMPSTEAD & WHITE BLUFF WB",,32.025949,-81.113176,,,,,,2
695,228,"BARNARD & ANDERSON NB",,32.062876,-81.100415,,,,,,2
696,230,"LIBERTY & WHITAKER EB",,32.074992,-81.094938,,,,,,2
697,231,"DRAYTON & CHARLTON",,32.072839,-81.092990,,,,,,2
698,232,"WHITAKER & JONES SB",,32.072858,-81.095521,,,,,,2
699,233,"WHITAKER & GASTON",,32.070630,-81.096310,,,,,,2
700,235,"BARNARD & HALL SB",,32.069042,-81.098140,,,,,,2
701,236,"BARNARD & BOLTON SB",,32.067139,-81.098852,,,,,,2
702,237,"BARNARD & PARK SB",,32.065595,-81.099437,,,,,,2
703,238,"BARNARD & HENRY SB",,32.064060,-81.100011,,,,,,2
704,240,"BARNARD & 33rd SB",,32.061170,-81.101074,,,,,,2
705,241,"BARNARD & 35th SB",,32.059519,-81.101680,,,,,,2
706,242,"BARNARD & 37th SB",,32.057921,-81.102254,,,,,,2
707,244,"BARNARD & 40th SB",,32.055435,-81.103158,,,,,,2
708,246,"BARNARD & VICTORY SB",,32.053029,-81.104040,,,,,,2
709,248,"BARNARD & JASPER SB",,32.050382,-81.104996,,,,,,2
710,249,"BARNARD & 50th SB",,32.047994,-81.105868,,,,,,2
711,250,"BARNARD & 52nd SB",,32.046477,-81.106399,,,,,,2
712,251,"52nd & MONTGOMERY WB",,32.046925,-81.108506,,,,,,2
713,252,"MONTGOMERY & 54th SB",,32.045785,-81.109101,,,,,,2
714,253,"MONTGOMERY & 57th SB",,32.042994,-81.110185,,,,,,2
715,254,"MONTGOMERY & 59th SB",,32.041387,-81.110833,,,,,,2
716,255,"MONTGOMERY & 61st SB",,32.040104,-81.111311,,,,,,2
717,257,"MONTGOMERY & MCKENZIE SB",,32.036657,-81.112618,,,,,,2
718,258,"MONTGOMERY & GOULD SB",,32.034960,-81.113256,,,,,,2
719,259,"STALEY & MONTGOMERY WB",,32.033874,-81.114595,,,,,,2
720,260,"STALEY & MEDING WB",,32.034250,-81.116021,,,,,,2
721,261,"STALEY & TEMPLE EB",,32.034447,-81.117266,,,,,,2
722,262,"STALEY & DILLON WB",,32.035944,-81.122437,,,,,,2
723,263,"STALEY & OBYRNE WB",,32.036446,-81.124075,,,,,,2
724,264,"STALEY & LAMAR WB",,32.036929,-81.125884,,,,,,2
725,266,"DIXON & OBYRNE EB",,32.035063,-81.125117,,,,,,2
726,267,"STALEY & DILLON EB",,32.035899,-81.122703,,,,,,2
727,268,"STALEY & SIMPSON EB",,32.035245,-81.120075,,,,,,2
728,270,"STALEY & FLUKE EB",,32.034169,-81.116159,,,,,,2
729,272,"MONTGOMERY & BERKLEY SB",,32.032635,-81.114148,,,,,,2
730,273,"MONTGOMERY & GODSELLS SB",,32.030930,-81.114828,,,,,,2
731,276,"MONTGOMERY & BIRCHFIELD SB",,32.028730,-81.116933,,,,,,2
732,277,"MONTGOMERY & PERIMETER SB",,32.028074,-81.118783,,,,,,2
733,278,"HAMPSTEAD & HAMPSTEAD OAKS EB",,32.027168,-81.118655,,,,,,2
734,279,"HAMPSTEAD & ROGER WOOD EB",,32.026666,-81.116304,,,,,,2
735,280,"HAMPSTEAD & BRAGG EB",,32.026048,-81.113730,,,,,,2
736,282,"WHITE BLUFF & SAVANNAH TECH SB",,32.022930,-81.113043,,,,,,2
737,283,"WHITE BLUFF & LEE SB",,32.020580,-81.113802,,,,,,2
738,284,"WHITE BLUFF & STEPHENSON SB",,32.014834,-81.115748,,,,,,2
739,285,"EISENHOWER & WHITE BLUFF EB",,32.010771,-81.116891,,,,,,2
740,288,"MALL BLVD & OGLETHORPE MALL EB",,32.004720,-81.114386,,,,,,2
741,290,"HODGSON MEMORIAL & OGLETHORPE PROF NB",,32.004149,-81.110762,,,,,,2
742,291,"HODGSON MEMORIAL & N. OF COMMERCIAL NB",,32.006726,-81.109838,,,,,,2
743,292,"EISENHOWER & FOREST PARK WB",,32.009498,-81.112083,,,,,,2
744,294,"EISENHOWER & WHITE BLUFF WB",,32.010663,-81.116402,,,,,,2
745,295,"WHITE BLUFF & STEPHENSON NB",,32.014130,-81.115690,,,,,,2
746,296,"WHITE BLUFF & LEE NB",,32.020096,-81.113693,,,,,,2
747,297,"WHITE BLUFF & JOHNSTON NB",,32.022568,-81.112847,,,,,,2
748,298,"HAMPSTEAD & ROGER WOOD WB",,32.026693,-81.116251,,,,,,2
750,30,"ABERCORN & HENRY SB",,32.062877,-81.095552,,,,,,2
751,300,"HAMPSTEAD & SAVANNAH SUMMIT APTS WB",,32.027240,-81.118602,,,,,,2
752,302,"MONTGOMERY & TRAILER PK WB",,32.027688,-81.120028,,,,,,2
753,303,"MONTGOMERY & BIRCHFIELD NB",,32.027994,-81.118113,,,,,,2
754,305,"MONTGOMERY & DERENNE NB",,32.030526,-81.114711,,,,,,2
755,306,"MONTGOMERY & BERKELEY NB",,32.031962,-81.114116,,,,,,2
756,319,"LAMAR & DIXON SB",,32.035789,-81.126798,,,,,,2
757,320,"ABERCORN & OGLETHORPE NB",,32.076303,-81.090479,,,,,,2
758,335,"MONTGOMERY & MONTEREY NB",,32.036127,-81.112469,,,,,,2
759,337,"MONTGOMERY & 61st NB",,32.040014,-81.111311,,,,,,2
760,338,"MONTGOMERY & 59th NB",,32.041154,-81.110886,,,,,,2
761,339,"MONTGOMERY & 57th NB",,32.042796,-81.110217,,,,,,2
762,34,"OGLETHORPE MALL",,32.002524,-81.114228,,,,,,2
763,340,"MONTGOMERY & MEDING NB",,32.044933,-81.109377,,,,,,2
764,341,"MONTGOMERY & 52nd NB",,32.047177,-81.108495,,,,,,2
765,342,"BARNARD & 50th NB",,32.048156,-81.105730,,,,,,2
766,344,"BARNARD & JASPER NB",,32.049996,-81.105092,,,,,,2
767,345,"BARNARD & VICTORY NB",,32.052760,-81.104050,,,,,,2
768,347,"BARNARD & 40th NB",,32.054986,-81.103264,,,,,,2
769,349,"BARNARD & 37th NB",,32.057562,-81.102339,,,,,,2
770,35,"ABERCORN & TIBET SB",,31.989035,-81.130976,,,,,,2
771,350,"BARNARD & 35th NB",,32.059115,-81.101786,,,,,,2
772,351,"BARNARD & 33rd NB",,32.060811,-81.101159,,,,,,2
773,352,"BARNARD & HENRY NB",,32.063746,-81.100075,,,,,,2
774,353,"BARNARD & PARK NB",,32.065182,-81.099532,,,,,,2
775,354,"BARNARD & BOLTON NB",,32.066780,-81.098948,,,,,,2
776,355,"BARNARD & HALL NB",,32.068566,-81.098267,,,,,,2
777,356,"BARNARD & GASTON NB",,32.070522,-81.097555,,,,,,2
778,358,"MONTGOMERY & WAYNE NB",,32.072209,-81.099184,,,,,,2
779,360,"WALMART ON MONTGOMERY CROSS",,31.987196,-81.081478,,,,,,2
780,363,"MIDDLEGROUND & TIBET SB",,31.996203,-81.150055,,,,,,2
782,366,"CHEVIS & GERTRUDE GREEN NB",,31.971351,-81.245007,,,,,,2
783,367,"SUPER WALMART & HWY 17",,31.998536,-81.257921,,,,,,2
784,369,"MONTGOMERY CROSS & BILLINGS EB",,31.989813,-81.077956,,,,,,2
785,371,"SKIDAWAY & BRENTWOOD APTS NB",,31.993592,-81.078126,,,,,,2
786,372,"SKIDAWAY & EISENBERG NB",,31.996984,-81.078126,,,,,,2
787,373,"SKIDAWAY & HIALEAH NB",,31.998932,-81.077744,,,,,,2
788,374,"EISENHOWER & TRUMAN WB",,32.000724,-81.079064,,,,,,2
789,375,"EISENHOWER & GA REGIONAL EB",,32.002342,-81.085496,,,,,,2
791,377,"EISENHOWER & SALLIE MOOD WB",,32.003885,-81.090483,,,,,,2
792,379,"EISENHOWER & SEAWRIGHT WB",,32.005347,-81.096130,,,,,,2
793,380,"EISENHOWER & EISENHOWER CINEMA WB",,32.006378,-81.100065,,,,,,2
794,381,"EISENHOWER & WATERS WB",,32.006791,-81.101554,,,,,,2
795,382,"EISENHOWER & NOBLE OAKS WB",,32.007302,-81.103405,,,,,,2
796,383,"HODGSON MEMORIAL & SAVANNAH CENTRE SB",,32.006555,-81.110113,,,,,,2
797,384,"HODGSON MEMORIAL & COMMERCIAL SB",,32.005327,-81.110512,,,,,,2
798,385,"HODGSON MEMORIAL & KROGERS SB",,32.004466,-81.110831,,,,,,2
799,386,"HODGSON MEMORIAL & FAIRMONT SB",,31.998493,-81.114385,,,,,,2
800,387,"MONTGOMERY CROSS & HANOVER WB",,31.996895,-81.116947,,,,,,2
801,388,"MONTGOMERY CROSS & ATWOOD WB",,31.997459,-81.118957,,,,,,2
802,389,"MONTGOMERY CROSS & ARROW WB",,31.997800,-81.120201,,,,,,2
803,390,"MONTGOMERY CROSS & WHITE BLUFF WB",,31.998293,-81.122073,,,,,,2
804,391,"MONTGOMERY CROSS & PARROT PLAZA WB",,31.998651,-81.123870,,,,,,2
805,392,"MONTGOMERY CROSS & ABERCORN WB",,31.999275,-81.126337,,,,,,2
806,393,"MONTGOMERY CROSS & MEADOW WB",,32.000030,-81.129762,,,,,,2
807,394,"MONTGOMERY CROSS & JOHN-WESLEY WB",,32.000919,-81.132880,,,,,,2
808,395,"MONTGOMERY CROSS & INDIGO WB",,32.002531,-81.140025,,,,,,2
809,396,"MIDDLEGROUND & WOODHOUSE SB",,32.000947,-81.144895,,,,,,2
810,397,"MIDDLEGROUND & MID VILLAGE SB",,31.997722,-81.147985,,,,,,2
811,398,"MIDDLEGROUND & 10403 SB",,31.994914,-81.151900,,,,,,2
812,399,"MIDDLEGROUND & QUAIL FOREST RIDGE SB",,31.992869,-81.154615,,,,,,2
813,40,"ABERCORN & HENRY NB",,32.062616,-81.095605,,,,,,2
814,400,"MIDDLEGROUND & FOREST RIDGE SB",,31.990787,-81.156315,,,,,,2
815,401,"MIDDLEGROUND & DUTCHTOWN SB",,31.988096,-81.158457,,,,,,2
816,402,"MIDDLEGROUND & MOHAWK SB",,31.986188,-81.160328,,,,,,2
817,405,"APACHE & MALL ENTRANCE NB",,31.982207,-81.168551,,,,,,2
818,406,"SHAWNEE & REGAL THEATERS WB",,31.985526,-81.171233,,,,,,2
819,407,"SHAWNEE & APACHE EB",,31.984674,-81.168214,,,,,,2
820,411,"KING GEORGE & ST GEORGE NB",,31.986874,-81.215705,,,,,,2
821,412,"KING GEORGE & ALKO DIST NB",,31.988747,-81.212618,,,,,,2
822,413,"KING GEORGE & ALKO SB",,31.989134,-81.211991,,,,,,2
823,414,"KING GEORGE & ST GEORGE SB",,31.987119,-81.215538,,,,,,2
824,415,"KING GEORGE & SONIC SB",,31.985112,-81.219330,,,,,,2
825,416,"KING GEORGE & GROVE POINT SB",,31.983771,-81.221879,,,,,,2
826,417,"KING GEORGE & TENNIS CLUB SB",,31.982781,-81.223706,,,,,,2
827,419,"KING GEORGE & KINGS COLONY SB",,31.978145,-81.227545,,,,,,2
828,420,"KING GEORGE & GEORGETOWN ELEM SB",,31.975524,-81.227328,,,,,,2
829,421,"KING GEORGE & WILD HERON SB",,31.972077,-81.227363,,,,,,2
830,423,"WILD HERON & CHERRYFIELD WB",,31.969371,-81.236521,,,,,,2
831,424,"WILD HERON & LIONS GATE WB",,31.969430,-81.233024,,,,,,2
832,425,"WILD HERON & CHEVIS WB",,31.969666,-81.243877,,,,,,2
833,426,"CHEVIS & CORMORANT NB",,31.973046,-81.246148,,,,,,2
834,427,"CHEVIS & NEW OGEECHEE CHURCH NB",,31.979785,-81.253338,,,,,,2
835,428,"CHEVIS & BEAUFORT NB",,31.980607,-81.255264,,,,,,2
836,429,"CHEVIS & WAYNESBORO NB",,31.982686,-81.257470,,,,,,2
837,430,"CHEVIS & VIDALIA NB",,31.986457,-81.257011,,,,,,2
838,431,"CHEVIS & SYLVANIA NB",,31.992470,-81.257237,,,,,,2
839,432,"CHEVIS & HWY 17 NB",,31.997196,-81.259524,,,,,,2
840,433,"CHEVIS & SYLVANIA SB",,31.992533,-81.257280,,,,,,2
841,434,"CHEVIS & VIDILIA SB",,31.986564,-81.257032,,,,,,2
842,435,"CHEVIS & WAYNESBORO SB",,31.982848,-81.257491,,,,,,2
843,436,"CHEVIS & NEWINGTON SB",,31.980576,-81.255367,,,,,,2
844,437,"CHEVIS & CORIAN SB",,31.976534,-81.248537,,,,,,2
845,438,"CHEVIS & GERTRUDE GREEN SB",,31.971638,-81.245252,,,,,,2
846,439,"CHEVIS & WILD HERON SB",,31.970002,-81.244224,,,,,,2
847,440,"WILD HERON & LIONS GATE EB",,31.969422,-81.232896,,,,,,2
848,441,"WILD HERON & CHERRYFIELD EB",,31.969336,-81.236234,,,,,,2
849,443,"KING GEORGE & WILD HERON NB",,31.971637,-81.227373,,,,,,2
850,444,"KING GEORGE & ST IVES NB",,31.976000,-81.227329,,,,,,2
851,445,"KING GEORGE & KINGS COLONY NB",,31.977938,-81.227492,,,,,,2
852,446,"KING GEORGE & RED FOX NB",,31.980633,-81.226083,,,,,,2
853,447,"KING GEORGE & HUNTER POINT NB",,31.982584,-81.223684,,,,,,2
854,448,"KING GEORGE & GROVE POINT NB",,31.983637,-81.221741,,,,,,2
855,449,"KING GEORGE & HWY 204 NB",,31.985755,-81.217790,,,,,,2
856,451,"ABERCORN & SCIENCE EB",,31.981301,-81.165298,,,,,,2
