stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
293,1343,"LOUIS MILL & ACL EB",,32.033254,-81.148785,,,,,,2
294,1344,"ACL & FENWICK NB",,32.035211,-81.147914,,,,,,2
295,1346,"WESTLAKE & PEACHTREE EB",,32.036721,-81.144990,,,,,,2
296,1348,"LIBERTY PKWY & TUSKEEGEE SB",,32.050466,-81.137182,,,,,,2
297,135,"AUGUSTA & BAKER WB",,32.085734,-81.122638,,,,,,2
298,1350,"LIBERTY PKWY & PENDELTON SB",,32.047854,-81.138063,,,,,,2
299,1351,"LIBERTY PKWY & STUYVESANT SB",,32.046283,-81.138541,,,,,,2
300,1353,"LIBERTY PKWY & VASSAR SB",,32.043563,-81.139485,,,,,,2
301,1354,"LIBERTY PKWY & TOOMER SB",,32.041966,-81.140058,,,,,,2
302,1355,"LIBERTY PKWY & STALEY SB",,32.040628,-81.140483,,,,,,2
303,1356,"WESTLAKE & PEACHTREE WB",,32.036748,-81.144777,,,,,,2
304,1357,"WESTLAKE & ACL WB",,32.037223,-81.146661,,,,,,2
305,1358,"LIBERTY PKWY & STALEY NB",,32.040843,-81.140355,,,,,,2
306,136,"AUGUSTA & ALEXANDER WB",,32.086550,-81.123852,,,,,,2
307,1360,"LIBERTY PKWY & VASSAR NB",,32.043635,-81.139421,,,,,,2
308,1362,"LIBERTY PKWY & STUYVESANT NB",,32.046364,-81.138477,,,,,,2
309,1363,"LIBERTY PKWY & PENDLETON NB",,32.047881,-81.137946,,,,,,2
310,1365,"LIBERTY PKWY & TUSKEEGEE NB",,32.050565,-81.137033,,,,,,2
311,1366,"LIBERTY PKWY & FITZGERALD SB",,32.051974,-81.136673,,,,,,2
312,1367,"LIBERTY PKWY & FITZGERALD NB",,32.051777,-81.136630,,,,,,2
313,1369,"52nd & WORTH EB",,32.051753,-81.131587,,,,,,2
314,137,"AUGUSTA & BRITTANY WB",,32.087393,-81.125120,,,,,,2
315,1370,"ANDERSON & PRICE EB",,32.061066,-81.092966,,,,,,2
316,1371,"52nd & ROCKDALE EB",,32.051479,-81.130053,,,,,,2
317,1372,"52nd & ROSS EB",,32.050106,-81.122488,,,,,,2
318,1373,"52nd & HOPKINS EB",,32.049067,-81.117178,,,,,,2
319,1374,"RIVERVIEW NURSING HOME",,32.001777,-81.063580,,,,,,2
321,1376,"52nd & STEVENS EB",,32.048682,-81.115614,,,,,,2
322,1377,"52nd & FLORANCE EB",,32.048010,-81.113060,,,,,,2
323,1378,"MONTGOMERY CROSS & WATERS 2 WB",,31.994296,-81.106153,,,,,,2
324,138,"AUGUSTA & GRAHAM WB",,32.088541,-81.126813,,,,,,2
325,1380,"MLK & AMARANTH NB",,32.049396,-81.108568,,,,,,2
326,1381,"MLK & ORCHARD NB",,32.050632,-81.108156,,,,,,2
327,1382,"E BROAD & GWINNETT NB",,32.065543,-81.089018,,,,,,2
328,1383,"MLK & 45th NB",,32.052346,-81.107561,,,,,,2
329,1385,"MLK & VICTORY NB",,32.053773,-81.107019,,,,,,2
330,1387,"MLK & 39th NB",,32.056771,-81.105946,,,,,,2
331,1388,"SKIDAWAY & VICTORY SB",,32.041654,-81.063895,,,,,,2
332,1389,"MLK & 37th NB",,32.058414,-81.105340,,,,,,2
333,1390,"MLK & 35th NB",,32.060110,-81.104734,,,,,,2
334,1391,"MLK & 33rd NB",,32.061738,-81.104112,,,,,,2
335,1392,"MLK & ANDERSON NB",,32.063673,-81.103448,,,,,,2
336,1393,"MLK & PARK NB",,32.066205,-81.102523,,,,,,2
337,1394,"SKIDAWAY & ROWLAND SB",,32.040550,-81.064533,,,,,,2
338,1396,"SKIDAWAY & 49th SB",,32.037193,-81.066353,,,,,,2
339,1397,"SKIDAWAY & 51st SB",,32.035937,-81.067023,,,,,,2
340,1398,"SKIDAWAY & SUNSET SB",,32.034402,-81.067853,,,,,,2
341,1399,"SKIDAWAY & FERNWOOD SB",,32.031773,-81.068747,,,,,,2
342,1400,"SKIDAWAY & BAYBERRY SB",,32.029906,-81.069396,,,,,,2
343,1401,"SKIDAWAY & PINETREE SB",,32.027213,-81.070906,,,,,,2
344,1402,"SKIDAWAY & RANCHLAND SB",,32.024961,-81.072129,,,,,,2
345,1403,"SKIDAWAY & WALTZ SB",,32.023408,-81.072991,,,,,,2
346,1404,"SKIDAWAY & TIMBERLINE SB",,32.021918,-81.073789,,,,,,2
347,1405,"DERENNE & SKIDAWAY 2 EB",,32.019109,-81.074331,,,,,,2
357,142,"KRENSON & MUNDY EB",,32.093999,-81.124262,,,,,,2
361,1424,"SKIDAWAY & MONTGOMERY CROSS NB",,31.990738,-81.076690,,,,,,2
362,1425,"SALLIE MOOD & HEALTH DEPT SB",,32.003499,-81.090632,,,,,,2
363,1426,"SALLIE MOOD & GOODWILL SB",,32.000142,-81.090631,,,,,,2
364,1429,"SALLIE MOOD & SULGRAVE SB",,31.994093,-81.090555,,,,,,2
365,1430,"SALLIE MOOD & MONTGOMERY CROSS SB",,31.990925,-81.090576,,,,,,2
367,1433,"MONTGOMERY CROSS & LABERTA WB",,31.992350,-81.098423,,,,,,2
368,1437,"MONTGOMERY CROSS & HURST WB",,31.995389,-81.110683,,,,,,2
369,1438,"MONTGOMERY CROSS & AEGEAN WB",,31.995802,-81.112470,,,,,,2
370,1439,"MONTGOMERY CROSS & BRUCE WB",,31.996169,-81.114161,,,,,,2
371,144,"KRENSON & TUTEN EB",,32.092178,-81.121493,,,,,,2
372,1441,"EISENHOWER & TAG OFFICE EB",,32.006351,-81.100065,,,,,,2
373,1442,"EISENHOWER & SEAWRIGHT EB",,32.005392,-81.096417,,,,,,2
374,1443,"EISENHOWER & 1501 EISENHOWER EB",,32.004773,-81.094099,,,,,,2
375,1444,"EISENHOWER & SALLIE MOOD 2 EB",,32.003571,-81.089739,,,,,,2
376,1445,"EISENHOWER & GA REGIONAL WB",,32.002270,-81.084922,,,,,,2
377,1446,"EISENHOWER & TRUMAN EB",,32.000610,-81.079222,,,,,,2
378,1447,"BEAUMONT & HIALEAH EB",,31.999664,-81.075876,,,,,,2
379,1448,"BEAUMONT & HOWARD FOSS EB",,31.999103,-81.073979,,,,,,2
380,1449,"NOTTINGHAM & ROBIN HOOD EB",,31.999300,-81.071353,,,,,,2
381,1452,"NOTTINGHAM & LAROCHE EB",,32.001248,-81.063878,,,,,,2
382,1453,"LAROCHE & MAJESTIC OAKS NB",,32.007073,-81.065398,,,,,,2
383,1454,"LAROCHE & RESIDENCE 5616 NB",,32.011955,-81.064940,,,,,,2
384,1455,"LAROCHE & JASMINE NB",,32.014980,-81.065908,,,,,,2
385,1456,"DERENNE & LAROCHE WB",,32.017260,-81.067109,,,,,,2
386,1458,"DERENNE & EMORY WB",,32.018166,-81.070630,,,,,,2
387,1459,"DERENNE & BARRY WB",,32.018552,-81.072119,,,,,,2
388,146,"RANKIN & RESIDENCE 2117 WB",,32.095076,-81.122463,,,,,,2
389,1460,"DERENNE & SKIDAWAY WB",,32.019172,-81.074384,,,,,,2
390,1461,"SKIDAWAY & ST JOHNS NB",,32.021837,-81.073735,,,,,,2
391,1462,"SKIDAWAY & GLYNNWOOD NB",,32.023148,-81.073033,,,,,,2
392,1463,"SKIDAWAY & RANCHLAND NB",,32.025077,-81.071970,,,,,,2
393,1464,"SKIDAWAY & LAROCHE NB",,32.027034,-81.070938,,,,,,2
394,1465,"SKIDAWAY & PARKWOOD NB",,32.029439,-81.069598,,,,,,2
395,1466,"SKIDAWAY & FERNWOOD NB",,32.032186,-81.068555,,,,,,2
396,1467,"SKIDAWAY & SUNSET NB",,32.033900,-81.067991,,,,,,2
397,1468,"SKIDAWAY & 51st NB",,32.035883,-81.067013,,,,,,2
398,1469,"SKIDAWAY & SHELL NB",,32.037732,-81.066034,,,,,,2
399,1470,"SKIDAWAY & COLORADO NB",,32.038701,-81.065502,,,,,,2
400,1471,"SKIDAWAY & ROWLAND NB",,32.039850,-81.064895,,,,,,2
401,1472,"SALLIE MOOD & PUBLIC WORKS SB",,31.996902,-81.090620,,,,,,2
403,1474,"AUDUBON & CLOVERDALE SB",,32.066617,-81.127979,,,,,,2
404,1475,"CARROLL & WINBURN SB",,32.071823,-81.125610,,,,,,2
406,1477,"MLK & GASTON SB",,32.071751,-81.100525,,,,,,2
408,148,"RANKIN & W LATHROP WB",,32.095892,-81.123646,,,,,,2
409,1481,"STILES & SPRINGFIELD SB",,32.070759,-81.114956,,,,,,2
410,1482,"STILES & BEL AIRE SB",,32.061655,-81.121497,,,,,,2
411,1483,"STILES & MCCARTHY SB",,32.069404,-81.115902,,,,,,2
412,1484,"CLOVERDALE & ELEANOR WB",,32.064673,-81.120167,,,,,,2
413,1485,"AUDUBON & ELEANOR WB",,32.065507,-81.119837,,,,,,2
414,1486,"AUDUBON & RESIDENCE 1420 WB",,32.066027,-81.122009,,,,,,2
415,1487,"AUDUBON & CYNTHIA WB",,32.066457,-81.123797,,,,,,2
416,1488,"CLOVERDALE & CYNTHIA EB",,32.065658,-81.124318,,,,,,2
417,1490,"CLOVERDALE & RESIDENCE 1517 EB",,32.066195,-81.126649,,,,,,2
418,1493,"CLOVERDALE & RESIDENCE 1401 EB",,32.064861,-81.121114,,,,,,2
419,1494,"STILES & HEARNS NB",,32.068722,-81.116306,,,,,,2
420,1495,"STILES & BEL AIRE NB",,32.061549,-81.121431,,,,,,2
421,1496,"STILES & GWINNETT NB",,32.071352,-81.114456,,,,,,2
422,1497,"GWINNETT & HASTINGS WB",,32.072258,-81.115967,,,,,,2
423,1499,"GWINNETT & CARTER WB",,32.073101,-81.118086,,,,,,2
424,15,"ABERCORN & MACON SB",,32.073144,-81.092064,,,,,,2
425,1500,"GWINNETT & NELSON WB",,32.073566,-81.119800,,,,,,2
426,1501,"GWINNETT & BARTON WB",,32.073997,-81.121322,,,,,,2
427,1504,"CARROLL & CHAMBERS SB",,32.073331,-81.125036,,,,,,2
428,1506,"WINBURN & CARVER EB",,32.071132,-81.124183,,,,,,2
429,1508,"WINBURN & LYNAH EB",,32.070732,-81.122676,,,,,,2
431,1511,"WINBURN & CROSBY EB",,32.070089,-81.120357,,,,,,2
432,1512,"CROSBY & CHANDLER NB",,32.071608,-81.119620,,,,,,2
433,1513,"CROSBY & GWINNETT NB",,32.073217,-81.119054,,,,,,2
434,1514,"GWINNETT & CARTER EB",,32.073082,-81.118373,,,,,,2
435,1516,"GWINNETT & STILES EB",,32.071899,-81.114680,,,,,,2
436,1517,"GWINNETT & CITY LOT EB",,32.071604,-81.113647,,,,,,2
441,1527,"MEMORIAL HOSPITAL",,32.031439,-81.088862,,,,,,2
442,1528,"MALL & WATERS WB",,32.000049,-81.104688,,,,,,2
443,1530,"MALL BLVD & SOUTH UNIV EB",,32.000597,-81.105476,,,,,,2
444,1531,"WATERS & GWINNETT SB",,32.063148,-81.080111,,,,,,2
445,1532,"WATERS @ BOLTON",,32.061937,-81.080504,,,,,,2
446,1533,"WATERS & PARK SB",,32.060204,-81.081089,,,,,,2
447,1534,"WATERS & HENRY SB",,32.059074,-81.081504,,,,,,2
448,1535,"WATERS & ANDERSON SB",,32.058194,-81.081770,,,,,,2
449,1536,"WATERS & 31st SB",,32.057027,-81.082217,,,,,,2
450,1538,"WATERS & 35th SB",,32.054407,-81.083132,,,,,,2
451,1539,"WATERS & 37th SB",,32.052863,-81.083749,,,,,,2
452,154,"W LATHROP & BAY WB",,32.091331,-81.129029,,,,,,2
453,1541,"WATERS & 40th SB",,32.050242,-81.084621,,,,,,2
454,1542,"WATERS & VICTORY SB",,32.048627,-81.085153,,,,,,2
455,1543,"WATERS & 45th SB",,32.046715,-81.085844,,,,,,2
456,1544,"WATERS & WASHINGTON SB",,32.045324,-81.086344,,,,,,2
457,1545,"WATERS & 49th SB",,32.043753,-81.086897,,,,,,2
458,1546,"WATERS & 52nd SB",,32.041725,-81.087673,,,,,,2
459,1548,"WATERS & 55th SB",,32.039418,-81.088928,,,,,,2
460,1549,"WATERS & 58th SB",,32.036761,-81.090119,,,,,,2
461,1550,"WATERS & COLUMBUS SB",,32.035828,-81.090352,,,,,,2
462,1552,"WATERS & WINSTON SB",,32.032875,-81.091469,,,,,,2
463,1553,"WATERS & MEDICAL ARTS SHOPPING CTR SB",,32.031304,-81.092000,,,,,,2
